Postcode,PopulationCount,HouseholdCount,OutputArea2011Code
EH15 3DY,12,6,S00106130
EH16 5AB,35,10,S00106229
EH16 5AL,6,3,S00106229
EH16 5AN,0,0,S00106229
EH16 5HN,9,4,S00106229
EH16 5HP,0,0,S00106229
EH16 5XR,54,33,S00106229
EH16 5BQ,5,2,S00106229
EH3 5AJ,69,47,S00103355
EH17 7JF,2,1,S00106319
EH16 4GB,57,21,S00106643
EH16 4GD,84,32,S00106643
EH16 5XW,85,55,S00107516
EH16 5UN,38,21,S00106192
EH3 9AN,44,14,S00103519
EH3 9AP,45,17,S00103519
EH15 3DW,62,26,S00106131
EH15 3DZ,41,14,S00106131
EH29 9HA,94,42,S00106457
EH17 7NY,62,26,S00106350
EH16 5ED,55,27,S00106220
EH16 5UT,0,0,S00106218
EH16 5PG,3,2,S00107508
EH16 5PQ,63,25,S00107508
EH16 6PH,50,23,S00106237
EH16 6PJ,10,6,S00106237
EH16 6PN,12,7,S00106237
EH16 6PP,4,3,S00106237
EH17 8AY,19,5,S00106373
EH17 8AZ,74,18,S00106373
EH17 8BD,83,22,S00106373
EH17 8BA,77,24,S00106386
EH17 8BB,88,24,S00106385
EH3 7HF,0,0,S00106601
EH30 9YD,95,60,S00106465
EH15 3HY,70,36,S00106098
EH15 3HZ,75,36,S00106098
EH16 4LQ,47,15,S00107493
EH16 5EN,43,27,S00106206
EH16 6LE,76,2,S00106287
EH16 6LF,6,3,S00106287
EH16 6AG,30,12,S00106287
EH15 3HX,0,0,S00106102
EH15 3DT,20,17,S00106132
EH17 8NA,35,15,S00106402
EH17 8NB,9,5,S00106402
EH17 7SH,145,57,S00106341
EH3 5AF,85,55,S00103357
EH15 3DU,17,11,S00106129
EH15 3DX,20,12,S00106129
EH15 3PE,4,1,S00106113
EH15 3PF,45,21,S00106113
EH16 6LW,23,10,S00106282
EH16 6LG,12,6,S00106282
EH16 6LH,3,2,S00106282
EH16 6LJ,17,8,S00106282
EH16 6LN,20,7,S00106282
EH16 6RS,0,0,S00106255
EH17 7RD,16,6,S00106325
EH17 7RF,19,6,S00106326
EH16 5NP,63,23,S00106199
EH16 5NT,35,12,S00106199
EH16 5NL,65,24,S00106199
EH16 6BU,42,13,S00106310
EH16 6DR,59,23,S00106310
EH16 5PB,0,0,S00106191
EH3 9AR,0,0,S00103517
EH15 3SF,23,10,S00107483
EH16 6YA,48,23,S00106245
EH16 6YB,50,21,S00106245
EH15 3EN,26,18,S00106084
EH15 3HG,10,6,S00106084
EH15 3HQ,6,4,S00106084
EH17 8EZ,0,0,S00106388
EH16 5XN,97,59,S00106231
EH17 8TL,79,30,S00106672
EH16 5DG,7,2,S00106225
EH16 5DH,13,6,S00106225
EH16 6QL,65,36,S00106254
EH16 6QW,44,25,S00106254
EH16 6DQ,68,28,S00106306
EH17 7RE,32,12,S00106665
EH17 8QJ,46,24,S00106404
EH15 3EH,53,27,S00106088
EH15 3HT,26,6,S00106088
EH15 3PD,112,42,S00106114
EH16 6ST,28,13,S00106273
EH17 8AL,9,4,S00106382
EH17 8AN,65,27,S00106382
EH17 8AP,23,8,S00106382
EH17 8AU,41,12,S00106382
EH3 9AH,50,36,S00103514
EH3 9AL,53,26,S00103518
EH16 5LG,41,32,S00106210
EH16 5LJ,0,0,S00106210
EH16 5LF,79,58,S00106209
EH16 5EE,110,58,S00106222
EH16 5EF,19,8,S00106222
EH16 5DB,29,9,S00106201
EH16 5BY,59,14,S00106201
EH16 5BZ,8,2,S00106201
EH16 5DX,44,19,S00106201
EH16 6AD,45,21,S00106286
EH16 6AF,38,17,S00106286
EH16 5UU,0,0,S00107512
EH16 6QT,38,17,S00106259
EH16 6DD,80,33,S00106305
EH16 6DE,54,24,S00106305
EH16 6SY,122,60,S00106271
EH17 8FE,24,8,S00106390
EH16 4AJ,42,23,S00106150
EH16 4RS,36,14,S00106166
EH16 4RP,141,57,S00107501
EH15 3EJ,111,54,S00107481
EH17 7NW,11,4,S00106344
EH17 7NX,19,7,S00106348
EH17 7JG,33,17,S00106320
EH16 6QH,68,26,S00106256
EH16 6QQ,40,17,S00106256
EH15 3NB,15,6,S00106110
EH16 6AB,56,24,S00107533
EH16 6AN,70,27,S00107533
EH17 7QF,42,17,S00106316
EH16 6DS,21,11,S00106312
EH16 6AP,26,14,S00106312
EH16 5LB,82,59,S00106208
EH16 5PD,3,1,S00106200
EH16 5PE,15,3,S00106200
EH16 5PF,14,5,S00106200
EH16 6PG,11,1,S00106238
EH16 6PL,9,3,S00106238
EH16 6QS,17,16,S00106238
EH16 5UR,0,0,S00107614
EH16 5XY,84,52,S00107614
EH16 5XP,69,43,S00107515
EH17 8SE,4,2,S00107542
EH16 5LD,26,9,S00107513
EH16 5LE,9,6,S00107513
EH3 5NR,11,4,S00103391
EH17 8NG,34,16,S00106410
EH17 8NH,81,32,S00106410
EH17 8AR,40,14,S00106387
EH17 8AS,46,14,S00106387
EH17 8AT,23,8,S00106387
EH17 8AX,53,15,S00106387
EH16 5BW,43,17,S00106235
EH30 9YB,4,2,S00106470
EH17 8SX,113,52,S00106377
EH17 8PD,55,21,S00107552
EH17 8PE,115,48,S00107552
EH17 8SS,32,14,S00106378
EH17 8SU,31,14,S00106378
EH17 8SZ,35,24,S00106378
EH16 6PA,47,24,S00106283
EH16 6LL,7,3,S00106283
EH16 5EQ,35,20,S00106653
EH15 3JD,57,25,S00106111
EH17 7QA,10,5,S00106317
EH17 7QB,17,6,S00106317
EH17 7QD,14,7,S00106317
EH17 7QE,61,24,S00106317
EH17 7QG,57,24,S00106317
EH16 6PF,14,6,S00106247
EH15 3HR,0,0,S00106081
EH16 6BX,25,10,S00106308
EH16 6BZ,38,21,S00106308
EH16 5EA,75,40,S00106204
EH16 6PE,21,10,S00106246
EH16 4GA,47,15,S00106155
EH16 4GE,34,12,S00106155
EH16 6TG,1,1,S00106284
EH16 6TP,3,2,S00106284
EH16 6TQ,8,4,S00106284
EH16 6TR,0,0,S00106284
EH17 7NZ,49,15,S00106353
EH16 6SZ,40,13,S00106272
EH17 8PL,0,0,S00106418
EH16 4LP,41,19,S00107497
EH16 4AX,49,16,S00106145
EH16 4AY,11,6,S00106145
EH16 4AZ,17,15,S00106145
EH16 5UX,5,2,S00106145
EH15 3EE,66,34,S00106126
EH16 6SS,16,8,S00106274
EH15 3EF,31,22,S00106096
EH15 3NZ,42,2,S00106096
EH17 7SG,34,16,S00106342
EH17 8AQ,41,20,S00106383
EH17 8AW,79,30,S00106383
EH4 5BZ,23,13,S00103771
EH16 5XJ,53,35,S00106234
EH16 5XL,50,33,S00106234
EH16 5BR,0,0,S00106233
EH16 5BS,87,37,S00106233
EH16 6SW,38,19,S00106267
EH16 4AS,66,29,S00106142
EH16 4BA,38,27,S00106142
EH3 5NP,1,1,S00103369
EH3 5NS,77,35,S00103369
EH3 5NU,49,13,S00103369
EH16 5DE,56,27,S00106224
EH16 5EL,112,58,S00106207
EH17 8ND,121,50,S00106420
EH17 7PD,29,12,S00106347
EH17 7PE,6,2,S00106347
EH17 7PG,15,4,S00106347
EH17 7PA,56,24,S00106347
EH17 7PB,38,14,S00106347
EH17 8SW,137,59,S00106376
EH16 6AR,14,6,S00106311
EH16 6PB,31,16,S00106285
EH16 6PD,10,6,S00106285
EH15 3PG,18,7,S00106115
EH16 6LX,22,11,S00106281
EH16 6LY,65,25,S00106281
EH16 6LZ,6,2,S00106281
EH16 6LP,23,8,S00106281
EH16 6LS,9,4,S00106281
EH3 8HX,76,28,S00103468
EH3 8JB,2,2,S00103468
EH3 8JQ,3,1,S00103468
EH3 5NZ,2,1,S00103366
EH3 5PB,6,2,S00103366
EH16 6RU,34,15,S00107526
EH16 6DB,41,25,S00106307
EH29 9LA,61,23,S00103311
EH17 7SL,188,62,S00107619
EH16 5AH,81,25,S00106226
EH16 5HQ,83,22,S00106226
EH16 4AG,54,24,S00106649
EH16 4AL,61,26,S00106649
EH16 5NN,44,17,S00106195
EH15 3HU,106,47,S00106635
EH3 5AA,62,44,S00103358
EH3 5AD,37,26,S00103358
EH3 7HA,0,0,S00103464
EH17 8TH,92,36,S00106407
EH17 8RJ,34,18,S00106407
EH30 9YE,104,51,S00106466
EH3 5AG,52,32,S00103354
EH3 5AH,58,32,S00103354
EH17 8RE,7,4,S00107560
EH17 8RF,6,6,S00107560
EH17 8RG,12,5,S00107560
EH16 4NY,30,9,S00106161
EH17 8SF,0,0,S00106690
EH17 8SG,5,2,S00106690
EH16 6RW,13,5,S00106257
EH16 5HH,24,10,S00106228
EH3 5NQ,16,8,S00103399
EH4 2HU,9,3,S00103638
EH4 2HD,36,14,S00103643
EH4 2HE,37,16,S00103643
EH3 8DG,123,78,S00103474
EH3 8DF,106,62,S00106734
EH30 9NB,17,6,S00106494
EH30 9ND,10,4,S00106494
EH2 1LH,16,7,S00103351
EH2 1LN,5,3,S00103351
EH4 2HA,21,10,S00103635
EH30 9QF,63,25,S00106496
EH30 9QG,47,20,S00106496
EH30 9QP,41,20,S00106496
EH30 9QN,57,20,S00107577
EH3 5LS,58,25,S00103368
EH21 8RW,46,20,S00106429
EH3 5LU,70,45,S00103396
EH3 5BP,37,15,S00103360
EH3 5BR,53,21,S00103360
EH3 5BU,42,24,S00103360
EH3 5BY,2,1,S00103360
EH4 2HS,0,0,S00106955
EH4 2HW,54,32,S00106955
EH30 9QH,73,30,S00106502
EH30 9QJ,28,11,S00106502
EH30 9QL,49,19,S00106502
EH30 9QQ,42,17,S00106501
EH4 2HR,26,16,S00103644
EH4 1DE,116,52,S00106658
EH3 5DA,12,8,S00103391
EH4 2HY,12,3,S00106688
EH4 2HZ,25,11,S00106688
EH21 8QS,0,0,S00106430
EH21 8QT,20,9,S00106430
EH21 8QU,11,5,S00106430
EH21 8RB,17,8,S00106430
EH21 8RP,55,30,S00106430
EH21 8RX,0,0,S00106430
EH4 7PG,27,9,S00103885
EH3 5LW,46,36,S00103389
EH30 9QR,84,30,S00106497
EH4 2HB,16,6,S00103636
EH4 2HF,10,6,S00103642
EH3 5LT,49,22,S00103392
EH4 2GB,108,64,S00106961
EH4 2HH,54,19,S00106957
EH2 2AF,0,0,S00103349
EH2 2AU,0,0,S00103349
EH3 5BW,44,35,S00103361
EH17 7DA,18,5,S00106356
EH16 6YY,53,17,S00107519
EH17 7NR,28,14,S00106346
EH16 6BN,15,8,S00106309
EH2 1DX,5,5,S00106885
EH2 1DY,44,33,S00106885
EH2 1EA,10,4,S00106885
EH17 8TQ,39,27,S00107558
EH17 7HP,50,17,S00106360
EH16 6TU,108,42,S00106294
EH17 7AA,19,7,S00106666
EH16 6WA,48,15,S00107534
EH16 6WB,131,39,S00107534
EH4 7DR,92,42,S00103878
EH30 9NE,6,3,S00106494
EH30 9NF,16,8,S00106494
EH16 6XB,62,38,S00106295
EH16 6BJ,33,22,S00106295
EH16 6UY,80,41,S00106243
EH2 3DX,6,3,S00103352
EH17 8HN,14,9,S00106394
EH30 9PQ,128,65,S00106469
EH4 7NZ,15,7,S00103884
EH4 7PB,48,22,S00103884
EH16 6UZ,56,34,S00106244
EH17 7NQ,46,29,S00106343
EH17 8US,95,33,S00107547
EH17 8UT,60,21,S00107547
EH16 5TX,8,3,S00106192
EH16 5TZ,21,8,S00106192
EH4 2AG,20,8,S00103578
EH16 6YQ,12,5,S00106241
EH4 5BP,53,20,S00103769
EH4 7DQ,27,16,S00103888
EH17 7AD,16,5,S00106365
EH17 7AF,11,5,S00106365
EH17 7AH,71,26,S00106365
EH17 7AJ,9,5,S00106365
EH16 6TX,6,2,S00106237
EH30 9PW,141,54,S00106506
EH4 7NW,19,10,S00103866
EH4 7NX,22,8,S00103866
EH30 9UU,47,21,S00106486
EH16 6BT,10,5,S00106310
EH16 5TY,0,0,S00106191
EH16 6XD,74,34,S00106299
EH16 6BL,30,20,S00106299
EH4 7PA,10,5,S00103865
EH4 7PD,28,9,S00103865
EH4 7PE,47,20,S00103865
EH4 7PF,13,5,S00103865
EH17 7NP,58,18,S00106345
EH17 7NS,29,9,S00106345
EH16 6YR,195,67,S00107520
EH16 6TW,2,1,S00107520
EH17 8UB,2,1,S00106404
EH4 7DN,61,32,S00103881
EH4 7DP,8,4,S00103879
EH4 7DS,13,6,S00103879
EH4 7DU,46,24,S00103879
EH2 1DJ,8,3,S00106886
EH2 1DR,35,15,S00106886
EH2 1EN,32,20,S00106886
EH2 1EP,7,2,S00106886
EH2 1EX,7,4,S00106886
EH17 8TR,91,29,S00106691
EH16 5TH,90,44,S00106174
EH30 9TZ,33,17,S00106468
EH16 5UH,2,1,S00107612
EH3 5AZ,82,45,S00106727
EH17 7NT,64,28,S00106348
EH17 7NU,54,23,S00106348
EH30 9QA,110,53,S00106501
EH30 9UT,167,60,S00106482
EH16 6UJ,44,24,S00106240
EH17 8SJ,18,7,S00106669
EH16 6BS,20,13,S00106312
EH16 6TY,3,2,S00106238
EH17 8UD,154,57,S00107543
EH30 9QD,61,28,S00106509
EH16 6YW,76,32,S00106291
EH3 5BE,51,40,S00106895
EH4 7NY,24,9,S00103869
EH4 7DL,35,14,S00103889
EH17 7AB,6,2,S00106364
EH17 7AL,16,11,S00106364
EH17 7AN,14,8,S00106364
EH17 7AR,32,12,S00106364
EH17 7AW,25,12,S00106364
EH16 5TP,70,33,S00106177
EH16 5TW,21,8,S00106177
EH16 5TU,129,48,S00107507
EH30 9UA,3,2,S00103313
EH30 9TW,14,7,S00103305
EH4 5BQ,38,23,S00106976
EH16 6BQ,9,6,S00106300
EH3 5LQ,34,18,S00103389
EH4 5BL,6,3,S00103774
EH4 5BN,19,7,S00103774
EH17 7BT,36,16,S00106366
EH30 9PY,9,4,S00106497
EH30 9PZ,24,10,S00106497
EH16 6UB,1,0,S00106272
EH16 6UH,63,40,S00106249
EH17 8HR,29,14,S00106671
EH30 9TN,20,0,S00103312
EH17 8UU,120,45,S00106418
EH16 5TR,23,20,S00106176
EH16 6YS,44,39,S00106292
EH16 5TJ,21,12,S00106175
EH17 7AU,31,9,S00106668
EH30 9QB,16,6,S00106510
EH30 9TY,114,47,S00106464
EH17 7BS,40,13,S00106667
EH17 7BW,9,5,S00106667
EH17 7BY,30,13,S00106667
EH17 7BZ,3,3,S00106667
EH17 7HF,31,10,S00106329
EH16 5TT,54,28,S00106171
EH4 7DT,19,10,S00103871
EH3 5BB,64,28,S00106893
EH17 8HP,23,10,S00106400
EH16 5TQ,23,12,S00107506
EH17 7HG,9,5,S00106351
EH17 7HH,11,6,S00106351
EH17 7HJ,46,20,S00106351
EH2 2EY,15,9,S00103350
EH2 2HB,9,3,S00103350
EH2 2HT,11,5,S00103349
EH2 2JG,0,0,S00103349
EH2 2JR,0,0,S00103349
EH2 2LE,7,4,S00103349
EH2 2LR,1,1,S00103349
EH2 2ND,13,6,S00103349
EH2 2NH,12,11,S00103349
EH2 3JD,7,4,S00103350
EH30 9UP,4,1,S00106471
EH16 6XA,23,11,S00106297
EH16 5TL,20,13,S00106173
EH16 5TN,34,13,S00106173
EH16 5TS,37,19,S00106173
EH17 7AP,39,15,S00106368
EH17 7AS,24,12,S00106368
EH17 7AT,14,8,S00106368
EH4 4SD,74,48,S00103710
EH4 4SF,16,15,S00103710
EH4 7BQ,6,2,S00103899
EH4 1RP,54,36,S00106740
EH4 3RB,30,12,S00103659
EH4 3RD,2,2,S00103659
EH4 5JW,12,8,S00103798
EH5 1LB,41,24,S00106987
EH4 6NZ,48,21,S00103820
EH2 1DA,0,0,S00106885
EH30 9HS,42,19,S00106511
EH30 9HX,18,9,S00106511
EH30 9HZ,32,13,S00106511
EH5 1BS,5,2,S00106716
EH4 4BZ,65,57,S00103760
EH4 2EX,36,16,S00103643
EH4 1DA,43,18,S00106935
EH4 1DB,35,18,S00106935
EH4 2EN,9,3,S00103640
EH4 2EP,35,13,S00103640
EH4 2ER,9,4,S00103640
EH4 2EW,6,3,S00103640
EH4 4BT,121,39,S00103748
EH2 4JY,0,0,S00106888
EH2 4JZ,0,0,S00106888
EH2 4LS,20,12,S00106888
EH2 4NF,7,3,S00106888
EH4 6ES,91,35,S00103829
EH4 6ET,46,15,S00103829
EH3 5DP,57,25,S00103380
EH29 9BB,25,11,S00106452
EH29 9BD,46,31,S00106452
EH4 2SY,49,25,S00103582
EH4 4EY,46,18,S00106700
EH2 3JP,0,0,S00103351
EH4 1QA,46,23,S00103540
EH4 1QB,43,14,S00103540
EH4 2EQ,50,19,S00103635
EH4 4BU,39,23,S00103749
EH3 8AR,30,29,S00106910
EH4 3QX,12,4,S00103657
EH4 3QY,13,6,S00103657
EH4 3QZ,23,8,S00103657
EH4 3RA,7,5,S00103657
EH5 2JZ,45,24,S00103992
EH3 7TQ,43,12,S00103461
EH3 7TD,20,12,S00103461
EH3 8AF,66,33,S00103471
EH3 8AG,42,18,S00103471
EH4 4SG,70,48,S00103711
EH3 6EF,20,11,S00106901
EH3 6HD,46,19,S00106901
EH4 4RW,21,6,S00106968
EH4 4RU,58,15,S00106694
EH30 9JR,5,3,S00106679
EH30 9JS,31,15,S00106679
EH30 9JT,28,14,S00106679
EH30 9JZ,32,14,S00106679
EH4 6PE,50,19,S00103815
EH4 6NW,13,7,S00106705
EH30 9HB,17,6,S00106467
EH5 1BN,53,32,S00103953
EH5 1BW,30,10,S00103953
EH4 4SE,87,55,S00107622
EH5 1BQ,84,42,S00103952
EH4 2SW,2,1,S00103587
EH4 1RQ,16,11,S00103571
EH4 1HW,58,35,S00103571
EH4 5LH,7,2,S00103784
EH4 7BW,49,19,S00103888
EH4 2EU,35,13,S00103641
EH4 2HJ,59,27,S00103641
EH4 2HL,64,31,S00103641
EH4 2SS,128,44,S00103590
EH3 6EE,37,16,S00103414
EH3 6HB,48,30,S00103414
EH5 2LG,54,24,S00103990
EH4 7NR,29,14,S00103866
EH4 7NT,31,15,S00103866
EH4 7NU,7,4,S00103866
EH4 7RR,54,25,S00103867
EH4 5LB,8,2,S00103791
EH4 5LD,32,11,S00103791
EH4 5LE,32,10,S00103791
EH4 5LF,28,12,S00103790
EH4 6PB,23,8,S00103814
EH4 6PG,11,4,S00103814
EH3 5JF,50,29,S00103362
EH4 2EG,46,24,S00103632
EH4 4BP,51,23,S00103758
EH4 4BR,23,8,S00103758
EH28 8TT,0,0,S00106431
EH5 1BL,50,43,S00106990
EH4 5BG,15,8,S00106977
EH4 1ED,33,19,S00103555
EH4 1EE,38,22,S00103555
EH4 2BH,82,24,S00103572
EH29 9AH,11,4,S00106459
EH30 9HT,8,4,S00106681
EH30 9HU,4,2,S00106681
EH4 6EP,53,23,S00103833
EH4 2JE,8,3,S00103633
EH4 7BS,27,10,S00103880
EH28 8TR,0,0,S00103304
EH4 4SA,67,24,S00107621
EH2 4AZ,12,10,S00106887
EH4 2SL,9,1,S00103588
EH4 2SN,22,8,S00103588
EH4 2RS,9,5,S00103591
EH30 9JA,52,24,S00106852
EH4 8EX,95,36,S00103902
EH4 8EY,39,17,S00103902
EH4 6EN,41,17,S00106978
EH4 6ER,41,17,S00106978
EH4 6EW,19,4,S00106978
EH4 7DZ,11,6,S00103879
EH4 1HS,61,52,S00103570
EH4 1BY,27,12,S00106936
EH4 1BZ,19,12,S00106936
EH3 5JB,0,0,S00103363
EH3 5JD,42,29,S00103363
EH3 5JE,45,28,S00103363
EH30 9JE,146,57,S00106853
EH29 9AB,13,6,S00106450
EH29 9AE,3,3,S00106450
EH28 8SX,11,5,S00106440
EH30 9JN,18,11,S00106507
EH30 9UX,123,55,S00106485
EH4 6EL,65,54,S00106979
EH3 7TT,43,17,S00103463
EH3 7TZ,40,20,S00103463
EH3 7UA,1,1,S00103463
EH4 2HP,62,36,S00103644
EH4 2BG,53,28,S00106944
EH29 9AJ,9,6,S00106461
EH4 1QD,39,22,S00103542
EH4 1QE,35,19,S00103542
EH4 1PT,43,20,S00103542
EH3 8AH,132,74,S00106911
EH30 9JH,45,16,S00106509
EH30 9JJ,14,6,S00106509
EH30 9JL,5,2,S00106509
EH30 9YH,6,2,S00106490
EH30 9YQ,68,23,S00106490
EH4 1RG,39,27,S00103564
EH5 1BJ,25,12,S00103942
EH4 1PZ,19,12,S00103539
EH4 1PU,75,36,S00103539
EH4 2BJ,15,8,S00103573
EH4 2ED,21,11,S00103634
EH4 2EE,34,16,S00103634
EH4 7DH,30,14,S00103889
EH4 7DJ,17,10,S00103889
EH4 6EE,0,0,S00106706
EH30 9JF,36,12,S00107578
EH30 9JY,0,0,S00107578
EH5 1BU,11,6,S00103946
EH5 1BX,10,10,S00103946
EH4 2GA,87,48,S00106960
EH30 9YJ,4,1,S00107573
EH30 9YL,172,56,S00107573
EH3 9LB,57,26,S00103498
EH3 6EZ,24,11,S00103411
EH30 9JP,6,2,S00107579
EH30 9JU,0,0,S00107579
EH4 6PF,9,4,S00103816
EH4 7NS,10,4,S00103885
EH4 2ST,132,58,S00103589
EH29 9AL,77,27,S00106458
EH4 7EZ,21,10,S00103846
EH4 7HA,29,15,S00103844
EH30 9JB,11,4,S00106497
EH30 9JD,12,6,S00106497
EH3 8AA,23,16,S00106917
EH30 9JW,51,22,S00106508
EH30 9JX,57,20,S00106508
EH4 1QJ,2,1,S00103524
EH4 1RE,22,14,S00103524
EH4 5JX,28,12,S00103799
EH4 5JY,19,8,S00103799
EH4 4RT,183,83,S00103699
EH4 2EY,30,11,S00103636
EH4 2EZ,1,1,S00103636
EH4 5LG,12,6,S00103794
EH4 3QT,26,4,S00103660
EH4 3QU,11,4,S00103660
EH4 3QW,14,5,S00103660
EH30 9JG,75,24,S00106510
EH30 9JQ,37,21,S00106510
EH4 3RE,4,2,S00103655
EH4 2RR,8,5,S00103599
EH4 2AJ,23,7,S00103581
EH4 7BR,18,6,S00103882
EH4 7BT,11,4,S00103882
EH4 7BU,29,13,S00103882
EH3 6EN,41,22,S00106583
EH3 6HA,32,18,S00106583
EH4 1HU,23,12,S00103567
EH3 8AQ,36,16,S00106915
EH4 4BS,33,18,S00103759
EH4 2HQ,70,33,S00103642
EH4 7HB,22,12,S00103842
EH4 6PD,18,7,S00103811
EH4 1QH,160,83,S00106662
EH4 1EB,7,5,S00106684
EH4 7EY,34,16,S00103871
EH5 1LD,16,12,S00103924
EH5 1LE,23,12,S00103924
EH5 1LF,21,12,S00103924
EH5 1LH,29,18,S00103924
EH5 2LH,51,22,S00103989
EH4 2ES,29,9,S00103639
EH4 2ET,15,7,S00103639
EH4 6PA,31,13,S00103810
EH4 1PQ,58,25,S00103535
EH3 6EG,4,3,S00106898
EH3 6EH,1,1,S00106898
EH4 2HN,83,42,S00106957
EH2 4NG,15,9,S00106896
EH2 2DF,0,0,S00103349
EH2 2DL,0,0,S00103349
EH2 2DU,0,0,S00103349
EH2 2DX,3,2,S00103349
EH2 2EL,0,0,S00103349
EH2 2EN,4,1,S00103350
EH2 2ER,10,7,S00103350
EH2 3JF,12,8,S00103350
EH2 3JG,17,12,S00103350
EH29 9AN,76,27,S00106460
EH3 8AT,66,32,S00106916
EH29 9AA,29,13,S00106453
EH4 4RZ,17,6,S00103713
EH5 1LG,51,41,S00103984
EH5 2LF,12,6,S00103991
EH22 1RT,7,2,S00106690
EH4 5LA,67,26,S00103796
EH4 7NP,12,5,S00106709
EH4 3LS,5,2,S00103666
EH3 5DX,82,41,S00103379
EH28 8RL,80,33,S00106435
EH29 9BF,6,2,S00107569
EH3 5LL,89,62,S00103386
EH3 5DZ,39,23,S00103380
EH30 9RG,100,33,S00106512
EH3 9LF,21,10,S00103488
EH3 5LH,12,7,S00103385
EH4 3LR,16,5,S00103667
EH4 3LT,28,8,S00103667
EH3 5ET,94,38,S00103383
EH3 5DR,34,13,S00103381
EH3 5DS,35,17,S00103381
EH3 5DT,4,3,S00103381
EH3 5DU,31,20,S00103381
EH30 9QW,21,7,S00106496
EH28 8RT,18,10,S00106436
EH4 4GB,51,24,S00106702
EH28 8RY,17,7,S00106432
EH28 8RZ,12,4,S00106432
EH28 8SA,33,11,S00106432
EH28 8SD,31,14,S00106432
EH28 8SE,22,9,S00106432
EH3 9LL,84,28,S00103499
EH3 9LN,70,25,S00103499
EH3 5EA,58,22,S00103373
EH4 3JJ,12,7,S00103661
EH4 3JL,16,6,S00103661
EH4 3JN,5,3,S00103661
EH4 3JW,27,14,S00103661
EH28 8SB,38,17,S00106431
EH28 8SF,62,20,S00106431
EH28 8SG,28,13,S00106431
EH30 9QU,0,0,S00106473
EH4 3LQ,57,35,S00103668
EH30 9RH,5,2,S00106493
EH3 9LS,50,18,S00103505
EH4 7DW,8,5,S00103879
EH29 9AF,9,5,S00106462
EH3 9LP,131,60,S00103500
EH29 9AG,14,9,S00106461
EH3 5DW,56,40,S00103375
EH4 7NQ,2,1,S00103864
EH28 8RU,56,36,S00107566
EH4 7NL,39,18,S00103869
EH4 7NN,29,12,S00103869
EH3 5EH,26,10,S00103377
EH3 5EN,39,22,S00103377
EH30 9SE,0,0,S00103313
EH28 8RP,84,41,S00106433
EH3 5LJ,12,8,S00103389
EH3 9LG,21,9,S00103501
EH3 9LJ,40,21,S00103501
EH3 9LR,54,28,S00103501
EH30 9QS,4,1,S00106497
EH30 9QT,8,4,S00106497
EH30 9RF,30,17,S00107581
EH28 8RX,32,12,S00106675
EH3 5LN,70,48,S00103387
EH4 3JP,20,8,S00103665
EH4 3JR,9,3,S00103665
EH4 3JS,16,5,S00103665
EH4 3JT,20,8,S00103665
EH4 3JU,27,12,S00103665
EH28 8RQ,23,7,S00107564
EH4 4GA,85,38,S00106971
EH4 4GD,47,21,S00106971
EH4 4EZ,123,39,S00106972
EH3 5NH,27,13,S00103399
EH3 9BX,26,22,S00106930
EH4 7PS,26,10,S00103868
EH6 7PY,52,23,S00104225
EH6 7PZ,17,6,S00104225
EH4 2TF,41,24,S00106743
EH4 6LF,29,9,S00103804
EH4 7PU,12,8,S00103861
EH4 2TE,66,31,S00106687
EH4 6JR,0,0,S00103823
EH4 2DX,6,3,S00103635
EH4 2DY,16,8,S00103635
EH6 7PU,49,20,S00104226
EH6 7PW,43,18,S00104226
EH4 6LA,26,7,S00103805
EH6 7PX,53,20,S00104227
EH4 6JT,4,2,S00103809
EH4 6JU,5,2,S00103809
EH4 6LD,13,4,S00103809
EH4 2LZ,24,11,S00103623
EH4 6LE,9,4,S00103802
EH4 6LG,18,6,S00103802
EH4 6LB,16,6,S00103806
EH4 2TG,84,41,S00103585
EH4 7PT,18,8,S00106981
EH4 2DZ,52,19,S00103636
EH4 2EA,20,9,S00103636
EH4 6JW,4,1,S00103826
EH4 6LJ,47,19,S00103803
EH4 2TH,104,49,S00103584
EH4 7RP,108,38,S00103868
EH3 5HT,55,28,S00103370
EH3 5HU,48,28,S00103370
EH4 5AU,11,4,S00103770
EH4 5BE,31,14,S00103770
EH4 3QR,8,3,S00103659
EH4 3QS,21,8,S00103659
EH3 6PP,52,25,S00103452
EH4 3EG,10,4,S00106692
EH29 9DT,52,19,S00106449
EH4 4DP,58,23,S00103745
EH4 4DR,27,9,S00103745
EH3 5QS,61,30,S00103405
EH29 9ED,9,2,S00107569
EH3 7RY,117,75,S00106908
EH3 5QW,2,1,S00103400
EH4 4DB,56,17,S00103762
EH4 4DD,40,14,S00103762
EH4 4DH,50,14,S00103762
EH3 6PH,44,20,S00103443
EH3 6PJ,23,12,S00103443
EH27 8DAB,1,1,S00103309
EH27 8EAB,13,4,S00103309
EH27 8ED,6,1,S00103309
EH27 8EE,33,13,S00103309
EH28 8NY,57,20,S00103310
EH3 6PL,25,10,S00103441
EH3 6RX,13,9,S00103441
EH4 2AT,13,5,S00103580
EH4 2AU,67,29,S00103580
EH4 2AX,14,5,S00103580
EH3 9BH,151,72,S00106931
EH4 7BZ,12,4,S00103878
EH4 7DA,65,28,S00103878
EH3 5HZ,47,27,S00103372
EH3 5JA,41,28,S00103372
